Ticker,Company,Index Fund,Currency,Currency_Name,Last Update
CGF.AX,Challenger,Australian S&P ASX 200,AUD,Australian Dollar,
CHC.AX,Charter Hall,Australian S&P ASX 200,AUD,Australian Dollar,
CHN.AX,Chalice Mining,Australian S&P ASX 200,AUD,Australian Dollar,
CIA.AX,Champion Iron,Australian S&P ASX 200,AUD,Australian Dollar,
CIP.AX,Centuria Industrial REIT,Australian S&P ASX 200,AUD,Australian Dollar,
CKF.AX,Collins Foods,Australian S&P ASX 200,AUD,Australian Dollar,
CLW.AX,Charter Hall Long WALE REIT,Australian S&P ASX 200,AUD,Australian Dollar,
CMW.AX,Cromwell Property Group,Australian S&P ASX 200,AUD,Australian Dollar,
CNI.AX,Centuria Capital,Australian S&P ASX 200,AUD,Australian Dollar,
CNU.AX,Chorus,Australian S&P ASX 200,AUD,Australian Dollar,
COH.AX,Cochlear,Australian S&P ASX 200,AUD,Australian Dollar,
COL.AX,Coles Group,Australian S&P ASX 200,AUD,Australian Dollar,
CPU.AX,Computershare,Australian S&P ASX 200,AUD,Australian Dollar,
CRN.AX,Coronado Global Resources,Australian S&P ASX 200,AUD,Australian Dollar,
CQR.AX,Charter Hall Retail REIT,Australian S&P ASX 200,AUD,Australian Dollar,
CSL.AX,CSL,Australian S&P ASX 200,AUD,Australian Dollar,
CSR.AX,CSR,Australian S&P ASX 200,AUD,Australian Dollar,
CTD.AX,Corporate Travel Management,Australian S&P ASX 200,AUD,Australian Dollar,
CUV.AX,Clinuvel Pharmaceut,Australian S&P ASX 200,AUD,Australian Dollar,
CWY.AX,Cleanaway,Australian S&P ASX 200,AUD,Australian Dollar,
CXO.AX,Core Lithium,Australian S&P ASX 200,AUD,Australian Dollar,
DEG.AX,De Grey Mining,Australian S&P ASX 200,AUD,Australian Dollar,
DHG.AX,Domain Group,Australian S&P ASX 200,AUD,Australian Dollar,
DMP.AX,Domino's Pizza Enterprises,Australian S&P ASX 200,AUD,Australian Dollar,
DOW.AX,Downer Group,Australian S&P ASX 200,AUD,Australian Dollar,
DRR.AX,Deterra Royalties,Australian S&P ASX 200,AUD,Australian Dollar,
DXS.AX,Dexus,Australian S&P ASX 200,AUD,Australian Dollar,
EDV.AX,Endeavour Group,Australian S&P ASX 200,AUD,Australian Dollar,
ELD.AX,Elders,Australian S&P ASX 200,AUD,Australian Dollar,
EML.AX,EML Payments,Australian S&P ASX 200,AUD,Australian Dollar,
EVN.AX,Evolution Mining,Australian S&P ASX 200,AUD,Australian Dollar,
EVT.AX,Event Hospitality and Entertainment,Australian S&P ASX 200,AUD,Australian Dollar,
FBU.AX,Fletcher Building,Australian S&P ASX 200,AUD,Australian Dollar,
FLT.AX,Flight Centre,Australian S&P ASX 200,AUD,Australian Dollar,
FMG.AX,Fortescue Metals Group,Australian S&P ASX 200,AUD,Australian Dollar,
FPH.AX,Fisher & Paykel Healthcare,Australian S&P ASX 200,AUD,Australian Dollar,
GMG.AX,Goodman Group,Australian S&P ASX 200,AUD,Australian Dollar,
GNC.AX,GrainCorp,Australian S&P ASX 200,AUD,Australian Dollar,
GOR.AX,Gold Road Res,Australian S&P ASX 200,AUD,Australian Dollar,
GOZ.AX,Growthpoint Properties,Australian S&P ASX 200,AUD,Australian Dollar,
GPT.AX,GPT Group,Australian S&P ASX 200,AUD,Australian Dollar,
GUD.AX,GUD Holdings,Australian S&P ASX 200,AUD,Australian Dollar,
HDN.AX,HomeCo Daily Needs REIT,Australian S&P ASX 200,AUD,Australian Dollar,
HLS.AX,Healius,Australian S&P ASX 200,AUD,Australian Dollar,
HMC.AX,Home Consortium,Australian S&P ASX 200,AUD,Australian Dollar,
HUB.AX,HUB24,Australian S&P ASX 200,AUD,Australian Dollar,
HVN.AX,Harvey Norman,Australian S&P ASX 200,AUD,Australian Dollar,
IAG.AX,Insurance Australia Group,Australian S&P ASX 200,AUD,Australian Dollar,
IEL.AX,Idp Education,Australian S&P ASX 200,AUD,Australian Dollar,
IFL.AX,Insignia Financial,Australian S&P ASX 200,AUD,Australian Dollar,
IGO.AX,Independence Group,Australian S&P ASX 200,AUD,Australian Dollar,
ILU.AX,Iluka Resources,Australian S&P ASX 200,AUD,Australian Dollar,
IMU.AX,Imugene,Australian S&P ASX 200,AUD,Australian Dollar,
INA.AX,Ingenia Group,Australian S&P ASX 200,AUD,Australian Dollar,
ING.AX,Inghams,Australian S&P ASX 200,AUD,Australian Dollar,
IPH.AX,IPH,Australian S&P ASX 200,AUD,Australian Dollar,
IPL.AX,Incitec Pivot,Australian S&P ASX 200,AUD,Australian Dollar,
IRE.AX,Iress,Australian S&P ASX 200,AUD,Australian Dollar,
IVC.AX,InvoCare,Australian S&P ASX 200,AUD,Australian Dollar,
JBH.AX,JB Hi-Fi,Australian S&P ASX 200,AUD,Australian Dollar,
JHG.AX,Janus Henderson,Australian S&P ASX 200,AUD,Australian Dollar,
JHX.AX,James Hardie,Australian S&P ASX 200,AUD,Australian Dollar,
KLS.AX,Kelsian Group,Australian S&P ASX 200,AUD,Australian Dollar,
LIC.AX,Lifestyle Communities,Australian S&P ASX 200,AUD,Australian Dollar,
LKE.AX,Lake Resources,Australian S&P ASX 200,AUD,Australian Dollar,
LLC.AX,Lendlease,Australian S&P ASX 200,AUD,Australian Dollar,
LNK.AX,Link Admin,Australian S&P ASX 200,AUD,Australian Dollar,
LTR.AX,Liontown Resources,Australian S&P ASX 200,AUD,Australian Dollar,
LYC.AX,Lynas,Australian S&P ASX 200,AUD,Australian Dollar,
MFG.AX,Magellan Financial Group,Australian S&P ASX 200,AUD,Australian Dollar,
MGR.AX,Mirvac,Australian S&P ASX 200,AUD,Australian Dollar,
MIN.AX,Mineral Resources,Australian S&P ASX 200,AUD,Australian Dollar,
MP1.AX,Megaport,Australian S&P ASX 200,AUD,Australian Dollar,
MPL.AX,Medibank,Australian S&P ASX 200,AUD,Australian Dollar,
MQG.AX,Macquarie Group,Australian S&P ASX 200,AUD,Australian Dollar,
MTS.AX,Metcash,Australian S&P ASX 200,AUD,Australian Dollar,
NAB.AX,National Australia Bank,Australian S&P ASX 200,AUD,Australian Dollar,
NAN.AX,Nanosonics,Australian S&P ASX 200,AUD,Australian Dollar,
NCM.AX,Newcrest,Australian S&P ASX 200,AUD,Australian Dollar,
NEC.AX,Nine Entertainment,Australian S&P ASX 200,AUD,Australian Dollar,
NHC.AX,New Hope Corporation,Australian S&P ASX 200,AUD,Australian Dollar,
NHF.AX,Nib,Australian S&P ASX 200,AUD,Australian Dollar,
NIC.AX,Nickel Industries Limited,Australian S&P ASX 200,AUD,Australian Dollar,
NSR.AX,National Storage,Australian S&P ASX 200,AUD,Australian Dollar,
NST.AX,Northern Star Resources,Australian S&P ASX 200,AUD,Australian Dollar,
NUF.AX,Nufarm,Australian S&P ASX 200,AUD,Australian Dollar,
NVX.AX,Novonix,Australian S&P ASX 200,AUD,Australian Dollar,
NWL.AX,Netwealth Group,Australian S&P ASX 200,AUD,Australian Dollar,
NWS.AX,News Corp Class B,Australian S&P ASX 200,AUD,Australian Dollar,
NXT.AX,NextDC,Australian S&P ASX 200,AUD,Australian Dollar,
ORA.AX,Orora,Australian S&P ASX 200,AUD,Australian Dollar,
ORG.AX,Origin Energy,Australian S&P ASX 200,AUD,Australian Dollar,
ORI.AX,Orica,Australian S&P ASX 200,AUD,Australian Dollar,
OZL.AX,Oz Minerals,Australian S&P ASX 200,AUD,Australian Dollar,
PBH.AX,Pointsbet Holdings,Australian S&P ASX 200,AUD,Australian Dollar,
PDL.AX,Pendal Group,Australian S&P ASX 200,AUD,Australian Dollar,
PDN.AX,Paladin Energy,Australian S&P ASX 200,AUD,Australian Dollar,
PLS.AX,Pilbara Minerals,Australian S&P ASX 200,AUD,Australian Dollar,
PME.AX,Pro Medicus,Australian S&P ASX 200,AUD,Australian Dollar,
PMV.AX,Premier Investments,Australian S&P ASX 200,AUD,Australian Dollar,
PNI.AX,Pinnacle Investment Management,Australian S&P ASX 200,AUD,Australian Dollar,
PPT.AX,Perpetual,Australian S&P ASX 200,AUD,Australian Dollar,
PRU.AX,Perseus Mining,Australian S&P ASX 200,AUD,Australian Dollar,
QAN.AX,Qantas,Australian S&P ASX 200,AUD,Australian Dollar,
QBE.AX,QBE Insurance,Australian S&P ASX 200,AUD,Australian Dollar,
QUB.AX,Qube Holdings,Australian S&P ASX 200,AUD,Australian Dollar,
REA.AX,REA Group,Australian S&P ASX 200,AUD,Australian Dollar,
REH.AX,Reece Group,Australian S&P ASX 200,AUD,Australian Dollar,
RHC.AX,Ramsay Health Care,Australian S&P ASX 200,AUD,Australian Dollar,
RIO.AX,Rio Tinto,Australian S&P ASX 200,AUD,Australian Dollar,
RMD.AX,ResMed,Australian S&P ASX 200,AUD,Australian Dollar,
RMS.AX,Ramelius Resources,Australian S&P ASX 200,AUD,Australian Dollar,
RRL.AX,Regis Resources,Australian S&P ASX 200,AUD,Australian Dollar,
RWC.AX,Reliance Worldwide Corporation,Australian S&P ASX 200,AUD,Australian Dollar,
S32.AX,South32,Australian S&P ASX 200,AUD,Australian Dollar,
SBM.AX,St Barbara,Australian S&P ASX 200,AUD,Australian Dollar,
SCG.AX,Scentre Group,Australian S&P ASX 200,AUD,Australian Dollar,
SCP.AX,Shopping Centres Australasia Property Group,Australian S&P ASX 200,AUD,Australian Dollar,
SDF.AX,Steadfast Group,Australian S&P ASX 200,AUD,Australian Dollar,
SEK.AX,Seek,Australian S&P ASX 200,AUD,Australian Dollar,
SFR.AX,Sandfire Resources,Australian S&P ASX 200,AUD,Australian Dollar,
SGM.AX,Sims Metal,Australian S&P ASX 200,AUD,Australian Dollar,
SGP.AX,Stockland,Australian S&P ASX 200,AUD,Australian Dollar,
SGR.AX,Star Entertainment Group,Australian S&P ASX 200,AUD,Australian Dollar,
SHL.AX,Sonic Healthcare,Australian S&P ASX 200,AUD,Australian Dollar,
SLR.AX,Silver Lake Resource,Australian S&P ASX 200,AUD,Australian Dollar,
SOL.AX,Washington H Soul Pattinson,Australian S&P ASX 200,AUD,Australian Dollar,
STO.AX,Santos,Australian S&P ASX 200,AUD,Australian Dollar,
SUL.AX,Super Retail Group,Australian S&P ASX 200,AUD,Australian Dollar,
SUN.AX,Suncorp,Australian S&P ASX 200,AUD,Australian Dollar,
SVW.AX,Seven Group Holdings,Australian S&P ASX 200,AUD,Australian Dollar,
TLX.AX,Telix Pharmaceuticals,Australian S&P ASX 200,AUD,Australian Dollar,
TAH.AX,Tabcorp,Australian S&P ASX 200,AUD,Australian Dollar,
TCL.AX,Transurban,Australian S&P ASX 200,AUD,Australian Dollar,
TLC.AX,The Lottery Corporation,Australian S&P ASX 200,AUD,Australian Dollar,
TLS.AX,Telstra,Australian S&P ASX 200,AUD,Australian Dollar,
TNE.AX,TechnologyOne,Australian S&P ASX 200,AUD,Australian Dollar,
TPG.AX,TPG Telecom,Australian S&P ASX 200,AUD,Australian Dollar,
TWE.AX,Treasury Wine Estates,Australian S&P ASX 200,AUD,Australian Dollar,
TYR.AX,Tyro Payments,Australian S&P ASX 200,AUD,Australian Dollar,
UMG.AX,United Malt Group,Australian S&P ASX 200,AUD,Australian Dollar,
UWL.AX,Uniti Group,Australian S&P ASX 200,AUD,Australian Dollar,
VCX.AX,Vicinity Centres,Australian S&P ASX 200,AUD,Australian Dollar,
VEA.AX,Viva Energy,Australian S&P ASX 200,AUD,Australian Dollar,
VUK.AX,Virgin Money UK plc,Australian S&P ASX 200,AUD,Australian Dollar,
WBC.AX,Westpac,Australian S&P ASX 200,AUD,Australian Dollar,
WEB.AX,Webjet,Australian S&P ASX 200,AUD,Australian Dollar,
WES.AX,Wesfarmers,Australian S&P ASX 200,AUD,Australian Dollar,
WHC.AX,Whitehaven Coal,Australian S&P ASX 200,AUD,Australian Dollar,
WOR.AX,Worley,Australian S&P ASX 200,AUD,Australian Dollar,
WOW.AX,Woolworths,Australian S&P ASX 200,AUD,Australian Dollar,
WDS.AX,Woodside Energy,Australian S&P ASX 200,AUD,Australian Dollar,
WPR.AX,Waypoint REIT[15],Australian S&P ASX 200,AUD,Australian Dollar,
WTC.AX,Wisetech Global,Australian S&P ASX 200,AUD,Australian Dollar,
XRO.AX,Xero,Australian S&P ASX 200,AUD,Australian Dollar,
ZIP.AX,Zip,Australian S&P ASX 200,AUD,Australian Dollar,
